r1	NC_009925.0
r1250	NC_009615.4
r1251	NC_009613.0
r1252	NC_009613.1
r1253	NC_009613.2
r1254	NC_009613.3
r1255	NC_009613.4
r1256	NC_009617.0
r1257	NC_009617.1
r1258	NC_009617.2
r1259	NC_009617.3
r1260	NC_009617.4
r1261	NC_009634.0
r1262	NC_009634.1
r1263	NC_009634.2
r1264	NC_009634.3
r1265	NC_009634.4
r1266	NC_009635.0
r1267	NC_009635.1
r1268	NC_009635.2
r1269	NC_009635.3
r1270	NC_009635.4
r1271	NC_009831.0
r1272	NC_009831.1
r1273	NC_009831.2
r1274	NC_009831.3
r1275	NC_009831.4
r1276	NC_009829.0
r1277	NC_009829.1
r1278	NC_009829.2
r1279	NC_009829.3
r1280	NC_009829.4
r1281	NC_009832.10
r1282	NC_009832.11
r1283	NC_009832.12
r1284	NC_009832.13
r1285	NC_009832.14
r1286	NC_009667.0
r1287	NC_009667.1
r1288	NC_009667.2
r1289	NC_009667.3
r1290	NC_009667.4
r1291	NC_009668.10
r1292	NC_009668.11
r1293	NC_009668.12
r1294	NC_009668.13
r1295	NC_009668.14
r1296	NC_009669.20
r1297	NC_009669.21
r1298	NC_009669.22
r1299	NC_009669.23
r1300	NC_009669.24
r1301	NC_009670.30
r1302	NC_009670.31
r1303	NC_009670.32
r1304	NC_009670.33
r1305	NC_009670.34
r1306	NC_009671.40
r1307	NC_009671.41
r1308	NC_009671.42
r1309	NC_009671.43
r1310	NC_009671.44
r1311	NC_009654.0
r1312	NC_009654.1
r1313	NC_009654.2
r1314	NC_009654.3
r1315	NC_009654.4
r1316	NC_009664.0
r1317	NC_009664.1
r1318	NC_009664.2
r1319	NC_009664.3
r1320	NC_009664.4
r1321	NC_009806.10
r1322	NC_009806.11
r1323	NC_009806.12
r1324	NC_009806.13
r1325	NC_009806.14
r1326	NC_009659.0
r1327	NC_009659.1
r1328	NC_009659.2
r1329	NC_009659.3
r1330	NC_009659.4
r1331	NC_009482.0
r1332	NC_009482.1
r1333	NC_009482.2
r1334	NC_009482.3
r1335	NC_009482.4
r1336	NC_009483.0
r1337	NC_009483.1
r1338	NC_009483.2
r1339	NC_009483.3
r1340	NC_009483.4
r1341	NC_009465.0
r1342	NC_009465.1
r1343	NC_009465.2
r1344	NC_009465.3
r1345	NC_009465.4
r1346	NC_009475.0
r1347	NC_009475.1
r1348	NC_009475.2
r1349	NC_009475.3
r1350	NC_009475.4
r1351	NC_009485.10
r1352	NC_009485.11
r1353	NC_009485.12
r1354	NC_009485.13
r1355	NC_009485.14
r1356	NC_009663.0
r1357	NC_009663.1
r1358	NC_009663.2
r1359	NC_009663.3
r1360	NC_009663.4
r1361	NC_009466.0
r1362	NC_009466.1
r1363	NC_009466.2
r1364	NC_009466.3
r1365	NC_009466.4
r1366	NC_009706.10
r1367	NC_009706.11
r1368	NC_009706.12
r1369	NC_009706.13
r1370	NC_009706.14
r1371	NC_009715.0
r1372	NC_009715.1
r1373	NC_009715.2
r1374	NC_009715.3
r1375	NC_009715.4
r1376	NC_009497.0
r1377	NC_009497.1
r1378	NC_009497.2
r1379	NC_009497.3
r1380	NC_009497.4
r1381	NC_010981.0
r1382	NC_010981.1
r1383	NC_010981.2
r1384	NC_010981.3
r1385	NC_010981.4
r1386	NC_009504.0
r1387	NC_009504.1
r1388	NC_009504.2
r1389	NC_009504.3
r1390	NC_009504.4
r1391	NC_009505.10
r1392	NC_009505.11
r1393	NC_009505.12
r1394	NC_009505.13
r1395	NC_009505.14
r1396	NC_009717.0
r1397	NC_009717.1
r1398	NC_009717.2
r1399	NC_009717.3
r1400	NC_009717.4
r1401	NC_009720.10
r1402	NC_009720.11
r1403	NC_009720.12
r1404	NC_009720.13
r1405	NC_009720.14
r1406	NC_009718.0
r1407	NC_009718.1
r1408	NC_009718.2
r1409	NC_009718.3
r1410	NC_009718.4
r1411	NC_009515.0
r1412	NC_009515.1
r1413	NC_009515.2
r1414	NC_009515.3
r1415	NC_009515.4
r1416	NC_009662.0
r1417	NC_009662.1
r1418	NC_009662.2
r1419	NC_009662.3
r1420	NC_009662.4
r1421	NC_009725.0
r1422	NC_009725.1
r1423	NC_009725.2
r1424	NC_009725.3
r1425	NC_009725.4
r1426	NC_009337.0
r1427	NC_009337.1
r1428	NC_009337.2
r1429	NC_009337.3
r1430	NC_009337.4
r1431	NC_009523.0
r1432	NC_009523.1
r1433	NC_009523.2
r1434	NC_009523.3
r1435	NC_009523.4
r1436	NC_009524.0
r1437	NC_009524.1
r1438	NC_009524.2
r1439	NC_009524.3
r1440	NC_009524.4
r1441	NC_009376.0
r1442	NC_009376.1
r1443	NC_009376.2
r1444	NC_009376.3
r1445	NC_009376.4
r1446	NC_009379.0
r1447	NC_009379.1
r1448	NC_009379.2
r1449	NC_009379.3
r1450	NC_009379.4
r1451	NC_009438.0
r1452	NC_009438.1
r1453	NC_009438.2
r1454	NC_009438.3
r1455	NC_009438.4
r1456	NC_009434.0
r1457	NC_009434.1
r1458	NC_009434.2
r1459	NC_009434.3
r1460	NC_009434.4
r1461	NC_009439.0
r1462	NC_009439.1
r1463	NC_009439.2
r1464	NC_009439.3
r1465	NC_009439.4
r1466	NC_009440.0
r1467	NC_009440.1
r1468	NC_009440.2
r1469	NC_009440.3
r1470	NC_009440.4
r1471	NC_009441.0
r1472	NC_009441.1
r1473	NC_009441.2
r1474	NC_009441.3
r1475	NC_009441.4
r1476	NC_009425.0
r1477	NC_009425.1
r1478	NC_009425.2
r1479	NC_009425.3
r1480	NC_009425.4
r1481	NC_009436.10
r1482	NC_009436.11
r1483	NC_009436.12
r1484	NC_009436.13
r1485	NC_009436.14
r1486	NC_009437.0
r1487	NC_009437.1
r1488	NC_009437.2
r1489	NC_009437.3
r1490	NC_009437.4
r1491	NC_009616.0
r1492	NC_009616.1
r1493	NC_009616.2
r1494	NC_009616.3
r1495	NC_009616.4
r1496	NC_009614.0
r1497	NC_009614.1
r1498	NC_009614.2
r1499	NC_009614.3
r1500	NC_009614.4
r1501	NC_009454.0
r1502	NC_009454.1
r1503	NC_009454.2
r1504	NC_009454.3
r1505	NC_009454.4
r1506	NC_009620.0
r1507	NC_009620.1
r1508	NC_009620.2
r1509	NC_009620.3
r1510	NC_009620.4
r1511	NC_009621.10
r1512	NC_009621.11
r1513	NC_009621.12
r1514	NC_009621.13
r1515	NC_009621.14
r1516	NC_009622.20
r1517	NC_009622.21
r1518	NC_009622.22
r1519	NC_009622.23
r1520	NC_009622.24
r1521	NC_009636.30
r1522	NC_009636.31
r1523	NC_009636.32
r1524	NC_009636.33
r1525	NC_009636.34
r1526	NC_009777.0
r1527	NC_009777.1
r1528	NC_009777.2
r1529	NC_009777.3
r1530	NC_009777.4
r1531	NC_009783.10
r1532	NC_009783.11
r1533	NC_009783.12
r1534	NC_009783.13
r1535	NC_009783.14
r1536	NC_009784.20
r1537	NC_009784.21
r1538	NC_009784.22
r1539	NC_009784.23
r1540	NC_009784.24
r1541	NC_009380.0
r1542	NC_009380.1
r1543	NC_009380.2
r1544	NC_009380.3
r1545	NC_009380.4
r1546	NC_009012.0
r1547	NC_009012.1
r1548	NC_009012.2
r1549	NC_009012.3
r1550	NC_009012.4
r1551	NC_009073.0
r1552	NC_009073.1
r1553	NC_009073.2
r1554	NC_009073.3
r1555	NC_009073.4
r1556	NC_009446.0
r1557	NC_009446.1
r1558	NC_009446.2
r1559	NC_009446.3
r1560	NC_009446.4
r1561	NC_009455.0
r1562	NC_009455.1
r1563	NC_009455.2
r1564	NC_009455.3
r1565	NC_009455.4
r1566	NC_009486.0
r1567	NC_009486.1
r1568	NC_009486.2
r1569	NC_009486.3
r1570	NC_009486.4
r1571	NC_009445.0
r1572	NC_009445.1
r1573	NC_009445.2
r1574	NC_009445.3
r1575	NC_009445.4
r1576	NC_009481.0
r1577	NC_009481.1
r1578	NC_009481.2
r1579	NC_009481.3
r1580	NC_009481.4
r1581	NC_009142.0
r1582	NC_009142.1
r1583	NC_009142.2
r1584	NC_009142.3
r1585	NC_009142.4
r1586	NC_009226.0
r1587	NC_009226.1
r1588	NC_009226.2
r1589	NC_009226.3
r1590	NC_009226.4
r1591	NC_009227.10
r1592	NC_009227.11
r1593	NC_009227.12
r1594	NC_009227.13
r1595	NC_009227.14
r1596	NC_009228.20
r1597	NC_009228.21
r1598	NC_009228.22
r1599	NC_009228.23
r1600	NC_009228.24
r1601	NC_009229.30
r1602	NC_009229.31
r1603	NC_009229.32
r1604	NC_009229.33
r1605	NC_009229.34
r1606	NC_009230.40
r1607	NC_009230.41
r1608	NC_009230.42
r1609	NC_009230.43
r1610	NC_009230.44
r1611	NC_009254.50
r1612	NC_009254.51
r1613	NC_009254.52
r1614	NC_009254.53
r1615	NC_009254.54
r1616	NC_009255.60
r1617	NC_009255.61
r1618	NC_009255.62
r1619	NC_009255.63
r1620	NC_009255.64
r1621	NC_009256.70
r1622	NC_009256.71
r1623	NC_009256.72
r1624	NC_009256.73
r1625	NC_009256.74
r1626	NC_009507.0
r1627	NC_009507.1
r1628	NC_009507.2
r1629	NC_009507.3
r1630	NC_009507.4
r1631	NC_009508.10
r1632	NC_009508.11
r1633	NC_009508.12
r1634	NC_009508.13
r1635	NC_009508.14
r1636	NC_009511.20
r1637	NC_009511.21
r1638	NC_009511.22
r1639	NC_009511.23
r1640	NC_009511.24
r1641	NC_009328.0
r1642	NC_009328.1
r1643	NC_009328.2
r1644	NC_009328.3
r1645	NC_009328.4
r1646	NC_009329.10
r1647	NC_009329.11
r1648	NC_009329.12
r1649	NC_009329.13
r1650	NC_009329.14
r1651	NC_009051.0
r1652	NC_009051.1
r1653	NC_009051.2
r1654	NC_009051.3
r1655	NC_009051.4
r1656	NC_009033.0
r1657	NC_009033.1
r1658	NC_009033.2
r1659	NC_009033.3
r1660	NC_009033.4
r1661	NC_009077.0
r1662	NC_009077.1
r1663	NC_009077.2
r1664	NC_009077.3
r1665	NC_009077.4
r1666	NC_009089.0
r1667	NC_009089.1
r1668	NC_009089.2
r1669	NC_009089.3
r1670	NC_009089.4
r1671	NC_009092.0
r1672	NC_009092.1
r1673	NC_009092.2
r1674	NC_009092.3
r1675	NC_009092.4
r1676	NC_008786.0
r1677	NC_008786.1
r1678	NC_008786.2
r1679	NC_008786.3
r1680	NC_008786.4
r1681	NC_008757.0
r1682	NC_008757.1
r1683	NC_008757.2
r1684	NC_008757.3
r1685	NC_008757.4
r1686	NC_008758.10
r1687	NC_008758.11
r1688	NC_008758.12
r1689	NC_008758.13
r1690	NC_008758.14
r1691	NC_008759.20
r1692	NC_008759.21
r1693	NC_008759.22
r1694	NC_008759.23
r1695	NC_008759.24
r1696	NC_008760.30
r1697	NC_008760.31
r1698	NC_008760.32
r1699	NC_008760.33
r1700	NC_008760.34
r1701	NC_008761.40
r1702	NC_008761.41
r1703	NC_008761.42
r1704	NC_008761.43
r1705	NC_008761.44
r1706	NC_008781.50
r1707	NC_008781.51
r1708	NC_008781.52
r1709	NC_008781.53
r1710	NC_008781.54
r1711	NC_008783.0
r1712	NC_008783.1
r1713	NC_008783.2
r1714	NC_008783.3
r1715	NC_008783.4
r1716	NC_008818.0
r1717	NC_008818.1
r1718	NC_008818.2
r1719	NC_008818.3
r1720	NC_008818.4
r1721	NC_009138.0
r1722	NC_009138.1
r1723	NC_009138.2
r1724	NC_009138.3
r1725	NC_009138.4
r1726	NC_009253.0
r1727	NC_009253.1
r1728	NC_009253.2
r1729	NC_009253.3
r1730	NC_009253.4
r1731	NC_009338.0
r1732	NC_009338.1
r1733	NC_009338.2
r1734	NC_009338.3
r1735	NC_009338.4
r1736	NC_009339.10
r1737	NC_009339.11
r1738	NC_009339.12
r1739	NC_009339.13
r1740	NC_009339.14
r1741	NC_008750.0
r1742	NC_008750.1
r1743	NC_008750.2
r1744	NC_008750.3
r1745	NC_008750.4
r1746	NC_008738.0
r1747	NC_008738.1
r1748	NC_008738.2
r1749	NC_008738.3
r1750	NC_008738.4
r1751	NC_008739.10
r1752	NC_008739.11
r1753	NC_008739.12
r1754	NC_008739.13
r1755	NC_008739.14
r1756	NC_008740.20
r1757	NC_008740.21
r1758	NC_008740.22
r1759	NC_008740.23
r1760	NC_008740.24
r1761	NC_008593.0
r1762	NC_008593.1
r1763	NC_008593.2
r1764	NC_008593.3
r1765	NC_008593.4
r1766	NC_008599.0
r1767	NC_008599.1
r1768	NC_008599.2
r1769	NC_008599.3
r1770	NC_008599.4
r1771	NC_008789.0
r1772	NC_008789.1
r1773	NC_008789.2
r1774	NC_008789.3
r1775	NC_008789.4
r1776	NC_008610.0
r1777	NC_008610.1
r1778	NC_008610.2
r1779	NC_008610.3
r1780	NC_008610.4
r1781	NC_008699.0
r1782	NC_008699.1
r1783	NC_008699.2
r1784	NC_008699.3
r1785	NC_008699.4
r1786	NC_008697.10
r1787	NC_008697.11
r1788	NC_008697.12
r1789	NC_008697.13
r1790	NC_008697.14
r1791	NC_008800.0
r1792	NC_008800.1
r1793	NC_008800.2
r1794	NC_008800.3
r1795	NC_008800.4
r1796	NC_008791.10
r1797	NC_008791.11
r1798	NC_008791.12
r1799	NC_008791.13
r1800	NC_008791.14
r1801	NC_008826.0
r1802	NC_008826.1
r1803	NC_008826.2
r1804	NC_008826.3
r1805	NC_008826.4
r1806	NC_008825.10
r1807	NC_008825.11
r1808	NC_008825.12
r1809	NC_008825.13
r1810	NC_008825.14
r1811	NC_008942.0
r1812	NC_008942.1
r1813	NC_008942.2
r1814	NC_008942.3
r1815	NC_008942.4
r1816	NC_009009.0
r1817	NC_009009.1
r1818	NC_009009.2
r1819	NC_009009.3
r1820	NC_009009.4
r1821	NC_008525.0
r1822	NC_008525.1
r1823	NC_008525.2
r1824	NC_008525.3
r1825	NC_008525.4
r1826	NC_008497.0
r1827	NC_008497.1
r1828	NC_008497.2
r1829	NC_008497.3
r1830	NC_008497.4
r1831	NC_008512.0
r1832	NC_008512.1
r1833	NC_008512.2
r1834	NC_008512.3
r1835	NC_008512.4
r1836	NC_008686.0
r1837	NC_008686.1
r1838	NC_008686.2
r1839	NC_008686.3
r1840	NC_008686.4
r1841	NC_008687.10
r1842	NC_008687.11
r1843	NC_008687.12
r1844	NC_008687.13
r1845	NC_008687.14
r1846	NC_008688.20
r1847	NC_008688.21
r1848	NC_008688.22
r1849	NC_008688.23
r1850	NC_008688.24
r1851	NC_008536.0
r1852	NC_008536.1
r1853	NC_008536.2
r1854	NC_008536.3
r1855	NC_008536.4
r1856	NC_008703.0
r1857	NC_008703.1
r1858	NC_008703.2
r1859	NC_008703.3
r1860	NC_008703.4
r1861	NC_008704.10
r1862	NC_008704.11
r1863	NC_008704.12
r1864	NC_008704.13
r1865	NC_008704.14
r1866	NC_008705.20
r1867	NC_008705.21
r1868	NC_008705.22
r1869	NC_008705.23
r1870	NC_008705.24
r1871	NC_008531.0
r1872	NC_008531.1
r1873	NC_008531.2
r1874	NC_008531.3
r1875	NC_008531.4
r1876	NC_008530.0
r1877	NC_008530.1
r1878	NC_008530.2
r1879	NC_008530.3
r1880	NC_008530.4
r1881	NC_008700.0
r1882	NC_008700.1
r1883	NC_008700.2
r1884	NC_008700.3
r1885	NC_008700.4
r1886	NC_008709.0
r1887	NC_008709.1
r1888	NC_008709.2
r1889	NC_008709.3
r1890	NC_008709.4
r1891	NC_008554.0
r1892	NC_008554.1
r1893	NC_008554.2
r1894	NC_008554.3
r1895	NC_008554.4
r1896	NC_008555.0
r1897	NC_008555.1
r1898	NC_008555.2
r1899	NC_008555.3
r1900	NC_008555.4
r1901	NC_008726.0
r1902	NC_008726.1
r1903	NC_008726.2
r1904	NC_008726.3
r1905	NC_008726.4
r1906	NC_008553.0
r1907	NC_008553.1
r1908	NC_008553.2
r1909	NC_008553.3
r1910	NC_008553.4
r1911	NC_008321.0
r1912	NC_008321.1
r1913	NC_008321.2
r1914	NC_008321.3
r1915	NC_008321.4
r1916	NC_008322.0
r1917	NC_008322.1
r1918	NC_008322.2
r1919	NC_008322.3
r1920	NC_008322.4
r1921	NC_008573.0
r1922	NC_008573.1
r1923	NC_008573.2
r1924	NC_008573.3
r1925	NC_008573.4
r1926	NC_008577.10
r1927	NC_008577.11
r1928	NC_008577.12
r1929	NC_008577.13
r1930	NC_008577.14
r1931	NC_008576.0
r1932	NC_008576.1
r1933	NC_008576.2
r1934	NC_008576.3
r1935	NC_008576.4
r1936	NC_010381.0
r1937	NC_010381.1
r1938	NC_010381.2
r1939	NC_010381.3
r1940	NC_010381.4
r1941	NC_010382.10
r1942	NC_010382.11
r1943	NC_010382.12
r1944	NC_010382.13
r1945	NC_010382.14
r1946	NC_009776.0
r1947	NC_009776.1
r1948	NC_009776.2
r1949	NC_009776.3
r1950	NC_009776.4
r1951	NC_008343.0
r1952	NC_008343.1
r1953	NC_008343.2
r1954	NC_008343.3
r1955	NC_008343.4
r1956	NC_008701.0
r1957	NC_008701.1
r1958	NC_008701.2
r1959	NC_008701.3
r1960	NC_008701.4
r1961	NC_008345.0
r1962	NC_008345.1
r1963	NC_008345.2
r1964	NC_008345.3
r1965	NC_008345.4
r1966	NC_008607.0
r1967	NC_008607.1
r1968	NC_008607.2
r1969	NC_008607.3
r1970	NC_008607.4
r1971	NC_008609.10
r1972	NC_008609.11
r1973	NC_008609.12
r1974	NC_008609.13
r1975	NC_008609.14
r1976	NC_008611.0
r1977	NC_008611.1
r1978	NC_008611.2
r1979	NC_008611.3
r1980	NC_008611.4
r1981	NC_009848.0
r1982	NC_009848.1
r1983	NC_009848.2
r1984	NC_009848.3
r1985	NC_009848.4
r1986	NC_009952.0
r1987	NC_009952.1
r1988	NC_009952.2
r1989	NC_009952.3
r1990	NC_009952.4
r1991	NC_009955.10
r1992	NC_009955.11
r1993	NC_009955.12
r1994	NC_009955.13
r1995	NC_009955.14
r1996	NC_009956.20
r1997	NC_009956.21
r1998	NC_009956.22
r1999	NC_009956.23
r2000	NC_009956.24
r2001	NC_009957.30
r2002	NC_009957.31
r2003	NC_009957.32
r2004	NC_009957.33
r2005	NC_009957.34
r2006	NC_009958.40
r2007	NC_009958.41
r2008	NC_009958.42
r2009	NC_009958.43
r2010	NC_009958.44
r2011	NC_009959.50
r2012	NC_009959.51
r2013	NC_009959.52
r2014	NC_009959.53
r2015	NC_009959.54
r2016	NC_009828.0
r2017	NC_009828.1
r2018	NC_009828.2
r2019	NC_009828.3
r2020	NC_009828.4
r2021	NC_010085.0
r2022	NC_010085.1
r2023	NC_010085.2
r2024	NC_010085.3
r2025	NC_010085.4
r2026	NC_010103.0
r2027	NC_010103.1
r2028	NC_010103.2
r2029	NC_010103.3
r2030	NC_010103.4
r2031	NC_010104.10
r2032	NC_010104.11
r2033	NC_010104.12
r2034	NC_010104.13
r2035	NC_010104.14
r2036	NC_010118.0
r2037	NC_010118.1
r2038	NC_010118.2
r2039	NC_010118.3
r2040	NC_010118.4
r2041	NC_010162.0
r2042	NC_010162.1
r2043	NC_010162.2
r2044	NC_010162.3
r2045	NC_010162.4
r2046	NC_010172.0
r2047	NC_010172.1
r2048	NC_010172.2
r2049	NC_010172.3
r2050	NC_010172.4
r2051	NC_010175.0
r2052	NC_010175.1
r2053	NC_010175.2
r2054	NC_010175.3
r2055	NC_010175.4
r2056	NC_010296.0
r2057	NC_010296.1
r2058	NC_010296.2
r2059	NC_010296.3
r2060	NC_010296.4
r2061	NC_010320.0
r2062	NC_010320.1
r2063	NC_010320.2
r2064	NC_010320.3
r2065	NC_010320.4
r2066	NC_010334.0
r2067	NC_010334.1
r2068	NC_010334.2
r2069	NC_010334.3
r2070	NC_010334.4
r2071	NC_009954.0
r2072	NC_009954.1
r2073	NC_009954.2
r2074	NC_009954.3
r2075	NC_009954.4
r2076	NC_010333.0
r2077	NC_010333.1
r2078	NC_010333.2
r2079	NC_010333.3
r2080	NC_010333.4
r2081	NC_010335.10
r2082	NC_010335.11
r2083	NC_010335.12
r2084	NC_010335.13
r2085	NC_010335.14
r2086	NC_010338.20
r2087	NC_010338.21
r2088	NC_010338.22
r2089	NC_010338.23
r2090	NC_010338.24
r2091	NC_009943.0
r2092	NC_009943.1
r2093	NC_009943.2
r2094	NC_009943.3
r2095	NC_009943.4
r2096	NC_010366.0
r2097	NC_010366.1
r2098	NC_010366.2
r2099	NC_010366.3
r2100	NC_010366.4
r2101	NC_010369.10
r2102	NC_010369.11
r2103	NC_010369.12
r2104	NC_010369.13
r2105	NC_010369.14
r2106	NC_010368.20
r2107	NC_010368.21
r2108	NC_010368.22
r2109	NC_010368.23
r2110	NC_010368.24
r2111	NC_010364.30
r2112	NC_010364.31
r2113	NC_010364.32
r2114	NC_010364.33
r2115	NC_010364.34
r2116	NC_010003.0
r2117	NC_010003.1
r2118	NC_010003.2
r2119	NC_010003.3
r2120	NC_010003.4
r2121	NC_009972.0
r2122	NC_009972.1
r2123	NC_009972.2
r2124	NC_009972.3
r2125	NC_009972.4
r2126	NC_009973.10
r2127	NC_009973.11
r2128	NC_009973.12
r2129	NC_009973.13
r2130	NC_009973.14
r2131	NC_009974.20
r2132	NC_009974.21
r2133	NC_009974.22
r2134	NC_009974.23
r2135	NC_009974.24
r2136	NC_010371.0
r2137	NC_010371.1
r2138	NC_010371.2
r2139	NC_010371.3
r2140	NC_010371.4
r2141	NC_010376.10
r2142	NC_010376.11
r2143	NC_010376.12
r2144	NC_010376.13
r2145	NC_010376.14
r2146	NC_010474.0
r2147	NC_010474.1
r2148	NC_010474.2
r2149	NC_010474.3
r2150	NC_010474.4
r2151	NC_010475.10
r2152	NC_010475.11
r2153	NC_010475.12
r2154	NC_010475.13
r2155	NC_010475.14
r2156	NC_010480.20
r2157	NC_010480.21
r2158	NC_010480.22
r2159	NC_010480.23
r2160	NC_010480.24
r2161	NC_010002.0
r2162	NC_010002.1
r2163	NC_010002.2
r2164	NC_010002.3
r2165	NC_010002.4
r2166	NC_010001.0
r2167	NC_010001.1
r2168	NC_010001.2
r2169	NC_010001.3
r2170	NC_010001.4
r2171	NC_010471.0
r2172	NC_010471.1
r2173	NC_010471.2
r2174	NC_010471.3
r2175	NC_010471.4
r2176	NC_010645.0
r2177	NC_010645.1
r2178	NC_010645.2
r2179	NC_010645.3
r2180	NC_010645.4
r2181	NC_010080.0
r2182	NC_010080.1
r2183	NC_010080.2
r2184	NC_010080.3
r2185	NC_010080.4
r2186	NC_011144.0
r2187	NC_011144.1
r2188	NC_011144.2
r2189	NC_011144.3
r2190	NC_011144.4
r2191	NC_011143.10
r2192	NC_011143.11
r2193	NC_011143.12
r2194	NC_011143.13
r2195	NC_011143.14
r2196	NC_010373.0
r2197	NC_010373.1
r2198	NC_010373.2
r2199	NC_010373.3
r2200	NC_010373.4
r2201	NC_010511.10
r2202	NC_010511.11
r2203	NC_010511.12
r2204	NC_010511.13
r2205	NC_010511.14
r2206	NC_010125.0
r2207	NC_010125.1
r2208	NC_010125.2
r2209	NC_010125.3
r2210	NC_010125.4
r2211	NC_010124.10
r2212	NC_010124.11
r2213	NC_010124.12
r2214	NC_010124.13
r2215	NC_010124.14
r2216	NC_010483.0
r2217	NC_010483.1
r2218	NC_010483.2
r2219	NC_010483.3
r2220	NC_010483.4
r2221	NC_010524.0
r2222	NC_010524.1
r2223	NC_010524.2
r2224	NC_010524.3
r2225	NC_010524.4
r2226	NC_010168.0
r2227	NC_010168.1
r2228	NC_010168.2
r2229	NC_010168.3
r2230	NC_010168.4
r2231	NC_010170.0
r2232	NC_010170.1
r2233	NC_010170.2
r2234	NC_010170.3
r2235	NC_010170.4
r2236	NC_010161.0
r2237	NC_010161.1
r2238	NC_010161.2
r2239	NC_010161.3
r2240	NC_010161.4
r2241	NC_010184.0
r2242	NC_010184.1
r2243	NC_010184.2
r2244	NC_010184.3
r2245	NC_010184.4
r2246	NC_010180.10
r2247	NC_010180.11
r2248	NC_010180.12
r2249	NC_010180.13
r2250	NC_010180.14
r2251	NC_010181.20
r2252	NC_010181.21
r2253	NC_010181.22
r2254	NC_010181.23
r2255	NC_010181.24
r2256	NC_010182.30
r2257	NC_010182.31
r2258	NC_010182.32
r2259	NC_010182.33
r2260	NC_010182.34
r2261	NC_010183.40
r2262	NC_010183.41
r2263	NC_010183.42
r2264	NC_010183.43
r2265	NC_010183.44
r2266	NC_010556.0
r2267	NC_010556.1
r2268	NC_010556.2
r2269	NC_010556.3
r2270	NC_010556.4
r2271	NC_010551.0
r2272	NC_010551.1
r2273	NC_010551.2
r2274	NC_010551.3
r2275	NC_010551.4
r2276	NC_010552.10
r2277	NC_010552.11
r2278	NC_010552.12
r2279	NC_010552.13
r2280	NC_010552.14
r2281	NC_010557.20
r2282	NC_010557.21
r2283	NC_010557.22
r2284	NC_010557.23
r2285	NC_010557.24
r2286	NC_010553.30
r2287	NC_010553.31
r2288	NC_010553.32
r2289	NC_010553.33
r2290	NC_010553.34
r2291	NC_010321.0
r2292	NC_010321.1
r2293	NC_010321.2
r2294	NC_010321.3
r2295	NC_010321.4
r2296	NC_010572.0
r2297	NC_010572.1
r2298	NC_010572.2
r2299	NC_010572.3
r2300	NC_010572.4
r2301	NC_010612.0
r2302	NC_010612.1
r2303	NC_010612.2
r2304	NC_010612.3
r2305	NC_010612.4
r2306	NC_010337.0
r2307	NC_010337.1
r2308	NC_010337.2
r2309	NC_010337.3
r2310	NC_010337.4
r2311	NC_010336.0
r2312	NC_010336.1
r2313	NC_010336.2
r2314	NC_010336.3
r2315	NC_010336.4
r2316	NC_010610.0
r2317	NC_010610.1
r2318	NC_010610.2
r2319	NC_010610.3
r2320	NC_010610.4
r2321	NC_010397.0
r2322	NC_010397.1
r2323	NC_010397.2
r2324	NC_010397.3
r2325	NC_010397.4
r2326	NC_010424.0
r2327	NC_010424.1
r2328	NC_010424.2
r2329	NC_010424.3
r2330	NC_010424.4
r2331	NC_010529.0
r2332	NC_010529.1
r2333	NC_010529.2
r2334	NC_010529.3
r2335	NC_010529.4
r2336	NC_010528.10
r2337	NC_010528.11
r2338	NC_010528.12
r2339	NC_010528.13
r2340	NC_010528.14
r2341	NC_010530.20
r2342	NC_010530.21
r2343	NC_010530.22
r2344	NC_010530.23
r2345	NC_010530.24
r2346	NC_010482.0
r2347	NC_010482.1
r2348	NC_010482.2
r2349	NC_010482.3
r2350	NC_010482.4
r2351	NC_010509.0
r2352	NC_010509.1
r2353	NC_010509.2
r2354	NC_010509.3
r2355	NC_010509.4
r2356	NC_010510.10
r2357	NC_010510.11
r2358	NC_010510.12
r2359	NC_010510.13
r2360	NC_010510.14
r2361	NC_010505.20
r2362	NC_010505.21
r2363	NC_010505.22
r2364	NC_010505.23
r2365	NC_010505.24
r2366	NC_010506.0
r2367	NC_010506.1
r2368	NC_010506.2
r2369	NC_010506.3
r2370	NC_010506.4
r2371	NC_010814.0
r2372	NC_010814.1
r2373	NC_010814.2
r2374	NC_010814.3
r2375	NC_010814.4
r2376	NC_010815.10
r2377	NC_010815.11
r2378	NC_010815.12
r2379	NC_010815.13
r2380	NC_010815.14
r2381	NC_010503.0
r2382	NC_010503.1
r2383	NC_010503.2
r2384	NC_010503.3
r2385	NC_010503.4
r2386	NC_010571.0
r2387	NC_010571.1
r2388	NC_010571.2
r2389	NC_010571.3
r2390	NC_010571.4
r2391	NC_010628.0
r2392	NC_010628.1
r2393	NC_010628.2
r2394	NC_010628.3
r2395	NC_010628.4
r2396	NC_010631.10
r2397	NC_010631.11
r2398	NC_010631.12
r2399	NC_010631.13
r2400	NC_010631.14
r2401	NC_010632.20
r2402	NC_010632.21
r2403	NC_010632.22
r2404	NC_010632.23
r2405	NC_010632.24
r2406	NC_010630.30
r2407	NC_010630.31
r2408	NC_010630.32
r2409	NC_010630.33
r2410	NC_010630.34
r2411	NC_010525.0
r2412	NC_010525.1
r2413	NC_010525.2
r2414	NC_010525.3
